Numero nacional;Pokemon;Seccion;Modo;Tablero;Zona;Metodo;Flechas;Porcentaje referencia;Detalle
318;Carvanha;Normal;Gen 3;Ruby;Ocean;Caza;3;16,39%;
318;Carvanha;Normal;Gen 3;Zafiro;Ocean;Caza;2;19,61%;
318;Carvanha;Normal;Gen 3;Zafiro;Ocean;Caza;3;16,39%;
318;Carvanha;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
318;Carvanha;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
319;Sharpedo;Normal;;;;Evolucion;;;Evolucion de Carvanha
320;Wailmer;Normal;Gen 3;Ruby;Ocean;Caza;2;19,61%;
320;Wailmer;Normal;Gen 3;Ruby;Ocean;Caza;3;16,39%;
320;Wailmer;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
321;Wailord;Normal;;;;Evolucion;;;Evolucion de Wailmer
322;Numel;Normal;Gen 3;Ruby;Volcano;Caza;2;19,61%;
322;Numel;Normal;Gen 3;Ruby;Volcano;Caza;3;19,61%;
322;Numel;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
323;Camerupt;Normal;;;;Evolucion;;;Evolucion de Numel
324;Torkoal;Normal;Gen 3;Ruby;Volcano;Caza;2;19,61%;
324;Torkoal;Normal;Gen 3;Ruby;Volcano;Caza;3;19,61%;
324;Torkoal;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
325;Spoink;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;8%;
325;Spoink;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
325;Spoink;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;8%;
325;Spoink;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
325;Spoink;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
325;Spoink;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
326;Grumpig;Normal;;;;Evolucion;;;Evolucion de Spoink
327;Spinda;Normal;Gen 3;Ruby;City;Caza;3;16,13%;
327;Spinda;Normal;RANDOM;Ruby;City;Candidato a caza;;;3 flechas
327;Spinda;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
327;Spinda;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
327;Spinda;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
327;Spinda;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
327;Spinda;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
327;Spinda;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
328;Trapinch;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
328;Trapinch;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
328;Trapinch;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
328;Trapinch;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
328;Trapinch;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
328;Trapinch;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
329;Vibrava;Normal;Gen 3;Zafiro;Wilderness;Caza;2;19,61%;
329;Vibrava;Normal;Gen 3;Zafiro;Wilderness;Caza;3;19,61%;
329;Vibrava;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
329;Vibrava;Normal;;;;Evolucion;;;Evolucion de Trapinch
330;Flygon;Normal;;;;Evolucion;;;Evolucion de Vibrava
331;Cacnea;Normal;Gen 3;Zafiro;Wilderness;Caza;2;19,61%;
331;Cacnea;Normal;Gen 3;Zafiro;Wilderness;Caza;3;19,61%;
331;Cacnea;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
332;Cacturne;Normal;;;;Evolucion;;;Evolucion de Cacnea
333;Swablu;Normal;Gen 3;Zafiro;Wilderness;Caza;3;19,61%;
333;Swablu;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;3 flechas
334;Altaria;Normal;;;;Evolucion;;;Evolucion de Swablu
335;Zangoose;Normal;Gen 3;Ruby;Plains;Caza;3;19,61%;
335;Zangoose;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;3 flechas
336;Seviper;Normal;Gen 3;Zafiro;Plains;Caza;3;14,08%;
336;Seviper;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;3 flechas
337;Lunatone;Normal;Gen 3;Zafiro;Cave;Caza;2;19,61%;
337;Lunatone;Normal;Gen 3;Zafiro;Cave;Caza;3;16,39%;
337;Lunatone;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
338;Solrock;Normal;Gen 3;Ruby;Cave;Caza;2;16,39%;
338;Solrock;Normal;Gen 3;Ruby;Cave;Caza;3;19,61%;
338;Solrock;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
339;Barboach;Normal;Gen 3;Zafiro;Lake;Caza;2;19,61%;
339;Barboach;Normal;Gen 3;Zafiro;Lake;Caza;3;19,61%;
339;Barboach;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
340;Whiscash;Normal;;;;Evolucion;;;Evolucion de Barboach
341;Corphish;Normal;Gen 3;Zafiro;Lake;Caza;2;19,61%;
341;Corphish;Normal;Gen 3;Zafiro;Lake;Caza;3;19,61%;
341;Corphish;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
342;Crawdaunt;Normal;;;;Evolucion;;;Evolucion de Corphish
343;Baltoy;Normal;Gen 3;Zafiro;Wilderness;Caza;2;19,61%;
343;Baltoy;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2 flechas
344;Claydol;Normal;;;;Evolucion;;;Evolucion de Baltoy
345;Lileep;Normal;Gen 3;Ruby;Ocean;Caza;2;1,96%;
345;Lileep;Normal;Gen 3;Ruby;Ocean;Caza;3;1,64%;
345;Lileep;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
346;Cradily;Normal;;;;Evolucion;;;Evolucion de Lileep
347;Anorith;Normal;Gen 3;Zafiro;Ocean;Caza;2;1,96%;
347;Anorith;Normal;Gen 3;Zafiro;Ocean;Caza;3;1,64%;
347;Anorith;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
348;Armaldo;Normal;;;;Evolucion;;;Evolucion de Anorith
349;Feebas;Normal;Gen 3;Zafiro;Lake;Caza;2;1,96%;
349;Feebas;Normal;Gen 3;Zafiro;Lake;Caza;3;1,96%;
349;Feebas;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
350;Milotic;Normal;;;;Evolucion;;;Evolucion de Feebas
351;Castform;Normal;Gen 3;Ruby;Plains;Caza;2;1,64%;
351;Castform;Normal;Gen 3;Ruby;Plains;Caza;3;1,96%;
351;Castform;Normal;Gen 3;Zafiro;Plains;Caza;2;1,64%;
351;Castform;Normal;Gen 3;Zafiro;Plains;Caza;3;1,41%;
351;Castform;Normal;Gen 3;Ruby;City;Caza;3;1,61%;
351;Castform;Normal;RANDOM;Ruby;City;Candidato a caza;;;3 flechas
351;Castform;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
351;Castform;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
352;Kecleon;Normal;Gen 3;Ruby;Forest;Caza;2;1,64%;
352;Kecleon;Normal;Gen 3;Ruby;Forest;Caza;3;1,41%;
352;Kecleon;Normal;Gen 3;Zafiro;Forest;Caza;2;1,96%;
352;Kecleon;Normal;Gen 3;Zafiro;Forest;Caza;3;1,41%;
352;Kecleon;Normal;Gen 3;Ruby;City;Caza;2;1,41%;
352;Kecleon;Normal;Gen 3;Ruby;City;Caza;3;1,61%;
352;Kecleon;Normal;RANDOM;Ruby;City;Candidato a caza;;;2/3 flechas
352;Kecleon;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
352;Kecleon;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
353;Shuppet;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
353;Shuppet;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
353;Shuppet;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
353;Shuppet;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
353;Shuppet;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
353;Shuppet;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
354;Banette;Normal;;;;Evolucion;;;Evolucion de Shuppet
355;Duskull;Normal;Gen 3;Ruby;Forest;Caza;2;16,39%;
355;Duskull;Normal;Gen 3;Ruby;Forest;Caza;3;14,08%;
355;Duskull;Normal;Gen 3;Zafiro;Forest;Caza;2;19,61%;
355;Duskull;Normal;Gen 3;Zafiro;Forest;Caza;3;14,08%;
355;Duskull;Normal;Gen 4;Zafiro;Cave;Caza;3;14,08%;
355;Duskull;Normal;Gen 4;Ruby;Ruin;Caza;2;12,5%;
355;Duskull;Normal;Gen 4;Ruby;Ruin;Caza;3;12,5%;
355;Duskull;Normal;Gen 4;Zafiro;Ruin;Caza;2;12,5%;
355;Duskull;Normal;Gen 4;Zafiro;Ruin;Caza;3;12,5%;
355;Duskull;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
355;Duskull;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
355;Duskull;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;3 flechas
355;Duskull;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
355;Duskull;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
356;Dusclops;Normal;;;;Evolucion;;;Evolucion de Duskull
357;Tropius;Normal;Gen 3;Zafiro;Forest;Caza;3;14,08%;
357;Tropius;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;3 flechas
358;Chimecho;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
358;Chimecho;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
358;Chimecho;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
358;Chimecho;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
358;Chimecho;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
358;Chimecho;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
358;Chimecho;Normal;;;;Evolucion;;;Evolucion de Chingling
359;Absol;Normal;Gen 3;Zafiro;Wilderness;Caza;2;1,96%;
359;Absol;Normal;Gen 3;Zafiro;Wilderness;Caza;3;1,96%;
359;Absol;Normal;Gen 3;Zafiro;Ice Cave;Caza;2;1,92%;
359;Absol;Normal;Gen 3;Zafiro;Ice Cave;Caza;3;1,61%;
359;Absol;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
359;Absol;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
360;Wynaut;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
360;Wynaut;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
360;Wynaut;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
361;Snorunt;Normal;Gen 3;Zafiro;Ice Cave;Caza;2;19,23%;
361;Snorunt;Normal;Gen 3;Zafiro;Ice Cave;Caza;3;16,13%;
361;Snorunt;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
361;Snorunt;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
361;Snorunt;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
361;Snorunt;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
361;Snorunt;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
361;Snorunt;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;4%;
361;Snorunt;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;4%;
361;Snorunt;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
361;Snorunt;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;2,67%;
362;Glalie;Normal;Gen 3;Zafiro;Ice Cave;Caza;3;16,13%;
362;Glalie;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;3 flechas
362;Glalie;Normal;;;;Evolucion;;;"Evolucion de Snorunt (rama base; en Gen 4/RANDOM se prioriza si falta y se elige en Ruby si ambas estan capturadas)"
363;Spheal;Normal;Gen 3;Zafiro;Ice Cave;Caza;2;19,23%;
363;Spheal;Normal;Gen 3;Zafiro;Ice Cave;Caza;3;16,13%;
363;Spheal;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
363;Spheal;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
363;Spheal;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
363;Spheal;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
363;Spheal;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
363;Spheal;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
363;Spheal;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
364;Sealeo;Normal;;;;Evolucion;;;Evolucion de Spheal
365;Walrein;Normal;;;;Evolucion;;;Evolucion de Sealeo
366;Clamperl;Normal;Gen 3;Zafiro;Ocean;Caza;3;16,39%;
366;Clamperl;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;3 flechas
367;Huntail;Normal;;;;Evolucion;;;Evolucion de Clamperl (Ruby)
368;Gorebyss;Normal;;;;Evolucion;;;Evolucion de Clamperl (Zafiro)
369;Relicanth;Normal;Gen 3;Ruby;Ocean;Caza;3;16,39%;
369;Relicanth;Normal;Gen 3;Zafiro;Ocean;Caza;3;16,39%;
369;Relicanth;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;3 flechas
369;Relicanth;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;3 flechas
370;Luvdisc;Normal;Gen 3;Ruby;Ocean;Caza;2;19,61%;
370;Luvdisc;Normal;Gen 3;Ruby;Ocean;Caza;3;16,39%;
370;Luvdisc;Normal;Gen 3;Zafiro;Ocean;Caza;2;19,61%;
370;Luvdisc;Normal;Gen 3;Zafiro;Ocean;Caza;3;16,39%;
370;Luvdisc;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
370;Luvdisc;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
371;Bagon;Normal;Gen 1;Ruby;Cualquier zona;Huevo;;4%;
371;Bagon;Normal;Gen 1;Zafiro;Cualquier zona;Huevo;;4%;
371;Bagon;Normal;Gen 3;Ruby;Cualquier zona;Huevo;;4%;
371;Bagon;Normal;Gen 3;Zafiro;Cualquier zona;Huevo;;4%;
371;Bagon;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;1,33%;
371;Bagon;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;1,33%;
372;Shelgon;Normal;Gen 3;Ruby;Cave;Caza;2;16,39%;
372;Shelgon;Normal;Gen 3;Ruby;Cave;Caza;3;19,61%;
372;Shelgon;Normal;Gen 3;Zafiro;Cave;Caza;2;19,61%;
372;Shelgon;Normal;Gen 3;Zafiro;Cave;Caza;3;16,39%;
372;Shelgon;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
372;Shelgon;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
372;Shelgon;Normal;;;;Evolucion;;;Evolucion de Bagon
373;Salamence;Normal;;;;Evolucion;;;Evolucion de Shelgon
374;Beldum;Normal;Gen 3;Ruby;Ruin;Caza;2;33,33%;
374;Beldum;Normal;Gen 3;Ruby;Ruin;Caza;3;25%;
374;Beldum;Normal;Gen 3;Zafiro;Ruin;Caza;2;33,33%;
374;Beldum;Normal;Gen 3;Zafiro;Ruin;Caza;3;25%;
374;Beldum;Normal;Gen 3;Zafiro;Ice Cave;Caza;2;19,23%;
374;Beldum;Normal;Gen 3;Zafiro;Ice Cave;Caza;3;16,13%;
374;Beldum;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
374;Beldum;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
374;Beldum;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
375;Metang;Normal;;;;Evolucion;;;Evolucion de Beldum
376;Metagross;Normal;;;;Evolucion;;;Evolucion de Metang
377;Regirock;Normal;Gen 3;Ruby;Ruin;Caza;2;33,33%;
377;Regirock;Normal;Gen 3;Ruby;Ruin;Caza;3;25%;
377;Regirock;Normal;Gen 3;Zafiro;Ruin;Caza;2;33,33%;
377;Regirock;Normal;Gen 3;Zafiro;Ruin;Caza;3;25%;
378;Regice;Normal;Gen 3;Ruby;Ruin;Caza;2;33,33%;
378;Regice;Normal;Gen 3;Ruby;Ruin;Caza;3;25%;
378;Regice;Normal;Gen 3;Zafiro;Ruin;Caza;2;33,33%;
378;Regice;Normal;Gen 3;Zafiro;Ruin;Caza;3;25%;
379;Registeel;Normal;Gen 3;Ruby;Ruin;Caza;3;25%;
379;Registeel;Normal;Gen 3;Zafiro;Ruin;Caza;3;25%;
380;Latias;Especial;;;;Especial;;;"Zafiro, fuera de Gen 4: aparece en la seleccion heredada de invitados, con al menos 100 especies capturadas registradas en gBoardConfig y 5 capturas/evoluciones en partida. El grupo se activa al 1% (2% con mejora e-Reader), luego prioriza invitados pendientes o sortea entre candidatos. No es un 1% individual garantizado; forceSpecialMons omite esos requisitos."
381;Latios;Especial;;;;Especial;;;"Ruby, fuera de Gen 4: aparece en la seleccion heredada de invitados, con al menos 100 especies capturadas registradas en gBoardConfig y 5 capturas/evoluciones en partida. El grupo se activa al 1% (2% con mejora e-Reader), luego prioriza invitados pendientes o sortea entre candidatos. No es un 1% individual garantizado; forceSpecialMons omite esos requisitos."
382;Kyogre;Especial;;;;Especial;;;Bonus de Kyogre, Zafiro. La fase de captura se activa al superarlo cuando numCompletedBonusStages % 5 == 3 (segunda visita a Kyogre del ciclo). No usa una probabilidad de caza normal.
383;Groudon;Especial;;;;Especial;;;Bonus de Groudon, Ruby. La fase de captura se activa al superarlo cuando numCompletedBonusStages % 5 == 3 (segunda visita a Groudon del ciclo). No usa una probabilidad de caza normal.
384;Rayquaza;Especial;;;;Especial;;;Bonus de Rayquaza, accesible desde ambos tableros. La fase de captura se activa al superar el bonus cuando numCompletedBonusStages % 10 == 9 (segunda visita a Rayquaza del ciclo). No usa una probabilidad de caza normal.
385;Jirachi;Especial;;;;Especial;;;Existe el premio PRIZE_JIRACHI_CATCH_MODE del agujero central, que activa el modo Jirachi. Falta detallar en esta guia la disponibilidad y el peso del premio en la ruleta.
386;Deoxys;Especial;;;;Especial;;;Gen 3, ambos tableros, Ruin: haber capturado a Rayquaza en esta partida. 20%.
387;Turtwig;Normal;Gen 4;Ruby;Forest;Caza;2;12,5%;
387;Turtwig;Normal;Gen 4;Ruby;Forest;Caza;3;12,5%;
387;Turtwig;Normal;Gen 4;Zafiro;Forest;Caza;2;12,5%;
387;Turtwig;Normal;Gen 4;Zafiro;Forest;Caza;3;12,5%;
387;Turtwig;Normal;Gen 4;Zafiro;Plains;Caza;3;12,5%;
387;Turtwig;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
387;Turtwig;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
387;Turtwig;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;3 flechas
388;Grotle;Normal;;;;Evolucion;;;Evolucion de Turtwig
389;Torterra;Normal;;;;Evolucion;;;Evolucion de Grotle
390;Chimchar;Normal;Gen 4;Ruby;Plains;Caza;3;12,5%;
390;Chimchar;Normal;Gen 4;Ruby;Volcano;Caza;2;12,5%;
390;Chimchar;Normal;Gen 4;Ruby;Volcano;Caza;3;14,08%;
390;Chimchar;Normal;Gen 4;Zafiro;Wilderness;Caza;2;12,5%;
390;Chimchar;Normal;Gen 4;Zafiro;Wilderness;Caza;3;12,5%;
390;Chimchar;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;3 flechas
390;Chimchar;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
390;Chimchar;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
391;Monferno;Normal;;;;Evolucion;;;Evolucion de Chimchar
392;Infernape;Normal;;;;Evolucion;;;Evolucion de Monferno
393;Piplup;Normal;Gen 4;Ruby;Ocean;Caza;2;12,5%;
393;Piplup;Normal;Gen 4;Ruby;Ocean;Caza;3;25%;
393;Piplup;Normal;Gen 4;Zafiro;Ocean;Caza;2;12,5%;
393;Piplup;Normal;Gen 4;Zafiro;Ocean;Caza;3;25%;
393;Piplup;Normal;Gen 4;Zafiro;Lake;Caza;2;12,5%;
393;Piplup;Normal;Gen 4;Zafiro;Lake;Caza;3;12,5%;
393;Piplup;Normal;Gen 4;Zafiro;Ice Cave;Caza;2;12,5%;
393;Piplup;Normal;Gen 4;Zafiro;Ice Cave;Caza;3;12,5%;
393;Piplup;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
393;Piplup;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
393;Piplup;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
393;Piplup;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
394;Prinplup;Normal;;;;Evolucion;;;Evolucion de Piplup
395;Empoleon;Normal;;;;Evolucion;;;Evolucion de Prinplup
396;Starly;Normal;Gen 4;Ruby;Plains;Caza;2;12,5%;
396;Starly;Normal;Gen 4;Zafiro;Plains;Caza;2;12,5%;
396;Starly;Normal;Gen 4;Ruby;City;Caza;2;12,5%;
396;Starly;Normal;RANDOM;Ruby;City;Candidato a caza;;;2 flechas
396;Starly;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2 flechas
396;Starly;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2 flechas
397;Staravia;Normal;;;;Evolucion;;;Evolucion de Starly
398;Staraptor;Normal;;;;Evolucion;;;Evolucion de Staravia
399;Bidoof;Normal;Gen 4;Ruby;Plains;Caza;2;12,5%;
399;Bidoof;Normal;Gen 4;Zafiro;Plains;Caza;2;12,5%;
399;Bidoof;Normal;Gen 4;Ruby;Ocean;Caza;2;12,5%;
399;Bidoof;Normal;Gen 4;Zafiro;Ocean;Caza;2;12,5%;
399;Bidoof;Normal;Gen 4;Ruby;Safari Zone;Caza;2;12,5%;
399;Bidoof;Normal;Gen 4;Zafiro;Lake;Caza;2;12,5%;
399;Bidoof;Normal;Gen 4;Zafiro;Lake;Caza;3;12,5%;
399;Bidoof;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2 flechas
399;Bidoof;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2 flechas
399;Bidoof;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2 flechas
399;Bidoof;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
399;Bidoof;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2 flechas
399;Bidoof;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2 flechas
400;Bibarel;Normal;;;;Evolucion;;;Evolucion de Bidoof
401;Kricketot;Normal;Gen 4;Ruby;Forest;Caza;2;12,5%;
401;Kricketot;Normal;Gen 4;Zafiro;Forest;Caza;2;12,5%;
401;Kricketot;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2 flechas
401;Kricketot;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2 flechas
402;Kricketune;Normal;;;;Evolucion;;;Evolucion de Kricketot
403;Shinx;Normal;Gen 4;Ruby;Plains;Caza;2;12,5%;
403;Shinx;Normal;Gen 4;Ruby;Plains;Caza;3;12,5%;
403;Shinx;Normal;Gen 4;Zafiro;Plains;Caza;2;12,5%;
403;Shinx;Normal;Gen 4;Zafiro;Plains;Caza;3;12,5%;
403;Shinx;Normal;Gen 4;Zafiro;Wilderness;Caza;2;12,5%;
403;Shinx;Normal;Gen 4;Zafiro;Wilderness;Caza;3;12,5%;
403;Shinx;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
403;Shinx;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
403;Shinx;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
404;Luxio;Normal;;;;Evolucion;;;Evolucion de Shinx
405;Luxray;Normal;;;;Evolucion;;;Evolucion de Luxio
406;Budew;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;12%;
406;Budew;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;12%;
406;Budew;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;4%;
406;Budew;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;4%;
407;Roserade;Normal;;;;Evolucion;;;Evolucion de Roselia
408;Cranidos;Normal;Gen 4;Ruby;Cave;Caza;2;14,08%;
408;Cranidos;Normal;Gen 4;Ruby;Cave;Caza;3;14,08%;
408;Cranidos;Normal;Gen 4;Zafiro;Cave;Caza;2;14,08%;
408;Cranidos;Normal;Gen 4;Zafiro;Cave;Caza;3;14,08%;
408;Cranidos;Normal;Gen 4;Ruby;Volcano;Caza;2;12,5%;
408;Cranidos;Normal;Gen 4;Ruby;Volcano;Caza;3;14,08%;
408;Cranidos;Normal;Gen 4;Ruby;Ruin;Caza;2;12,5%;
408;Cranidos;Normal;Gen 4;Ruby;Ruin;Caza;3;12,5%;
408;Cranidos;Normal;Gen 4;Zafiro;Ruin;Caza;2;12,5%;
408;Cranidos;Normal;Gen 4;Zafiro;Ruin;Caza;3;12,5%;
408;Cranidos;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
408;Cranidos;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
408;Cranidos;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
408;Cranidos;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
408;Cranidos;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
409;Rampardos;Normal;;;;Evolucion;;;Evolucion de Cranidos
410;Shieldon;Normal;Gen 4;Ruby;Cave;Caza;2;14,08%;
410;Shieldon;Normal;Gen 4;Ruby;Cave;Caza;3;14,08%;
410;Shieldon;Normal;Gen 4;Zafiro;Cave;Caza;2;14,08%;
410;Shieldon;Normal;Gen 4;Zafiro;Cave;Caza;3;14,08%;
410;Shieldon;Normal;Gen 4;Ruby;Ruin;Caza;2;12,5%;
410;Shieldon;Normal;Gen 4;Ruby;Ruin;Caza;3;12,5%;
410;Shieldon;Normal;Gen 4;Zafiro;Ruin;Caza;2;12,5%;
410;Shieldon;Normal;Gen 4;Zafiro;Ruin;Caza;3;12,5%;
410;Shieldon;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
410;Shieldon;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
410;Shieldon;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
410;Shieldon;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
411;Bastiodon;Normal;;;;Evolucion;;;Evolucion de Shieldon
412;Burmy;Normal;Gen 4;Ruby;Forest;Caza;2;12,5%;
